,chapter,sents
5026,行幸,宮、「いかに、いかに、はべりけることにか。かしこには、さまざまにかかる名のりする人を、厭ふことなく拾ひ集めらるめるに、いかなる心にて、かくひき違へかこちきこえらるらむ。この年ごろ、うけたまはりて、なりぬるにや」と、聞こえたまへば、「さるやうはべることなり。詳しきさまは、かの大臣もおのづから尋ね聞きたまうてむ。くだくだしき直人の仲らひに似たることにはべれば、明かさむにつけても、らうがはしう人言ひ伝へはべらむを、中将の朝臣にだに、まだわきまへ知らせはべらず。人にも漏らさせたまふまじ」と、御口かためきこえたまふ。
5027,行幸,内の大殿、かく三条の宮に太政大臣渡りおはしまいたるよし、聞きたまひて、「いかに寂しげにて、いつかしき御さまを待ちうけきこえたまふらむ。御前どももてはやし、御座ひきつくろふ人も、はかばかしうあらじかし。中将は、御供にこそものせられつらめ」など、おどろきたまうて、御子どもの君達、睦ましうさるべきまうち君たち、たてまつれたまふ。
5028,行幸,「御くだもの、御酒など、さりぬべく参らせよ。みづからも参るべきを、かへりてもの騒がしきやうならむ」などのたまふほどに、大宮の御文あり。
5029,行幸,「六条の大臣の訪らひに渡りたまへるを、もの寂しげにはべれば、人目のいとほしうも、かたじけなうもあるを、ことことしう、かう聞こえたるやうにはあらで、渡りたまひなむや。対面に聞こえまほしげなることもあなり」と聞こえたまへり。
5030,行幸,「何ごとにかはあらむ。この姫君の御こと、中将の愁へにや」と思しまはすに、「宮もかう御世残りなげにて、このことと切にのたまひ、大臣も憎からぬさまに一言うち出で恨みたまはむに、とかく申しかへさふことえあらじかし。つれなくて思ひ入れぬを見るにはやすからず、さるべきついであらば、人の御言になびき顔にて許してむ」と思す。
5031,行幸,「御心をさしあはせてのたまはむこと」と思ひ寄りたまふに、「いとど否びどころなからむが、また、などかさしもあらむ」とやすらはるる、いとけしからぬ御あやにく心なりかし。
5032,行幸,「されど、宮かくのたまひ、大臣も対面すべく待ちおはするにや、かたがたにかたじけなし。参りてこそは、御けしきに従はめ」など思ほしなりて、御装束心ことにひきつくろひて、御前などもことことしきさまにはあらで渡りたまふ。
5033,行幸,君達いとあまた引きつれて入りたまふさま、ものものしう頼もしげなり。
5034,行幸,丈だちそぞろかにものしたまふに、太さもあひて、いと宿徳に、面もち、歩まひ、大臣といはむに足らひたまへり。
5035,行幸,葡萄染の御指貫、桜の下襲、いと長うは裾引きて、ゆるゆるとことさらびたる御もてなし、あなきらきらしと見えたまへるに、六条殿は、桜の唐の綺の御直衣、今様色の御衣ひき重ねて、しどけなき大君姿、いよいよたとへむものなし。
5036,行幸,光こそまさりたまへ、かうしたたかにひきつくろひたまへる御ありさまに、なずらへても見えたまはざりけり。
5037,行幸,君達次々に、いとものきよげなる御仲らひにて、集ひたまへり。
5038,行幸,藤大納言、春宮大夫など、今は聞こゆる子どもも、皆なり出でつつものしたまふ。
5039,行幸,おのづから、わざともなきに、おぼえ高くやむごとなき殿上人、蔵人頭、五位の蔵人、近衛の中、少将、弁官など、人柄はなやかにあるべかしき、十余人集ひたまへれば、いかめしう、次々のただ人も多くて、土器あまたたび流れ、皆酔ひになりて、おのおのかう幸ひ人にすぐれたまへる御ありさまを物語にしけり。
5040,行幸,大臣も、めづらしき御対面に、昔のこと思し出でられて、よそよそにてこそ、はかなきことにつけて、挑ましき御心も添ふべかめれ、さし向かひきこえたまひては、かたみにいとあはれなることの数々思し出でつつ、例の、隔てなく、昔今のことども、年ごろの御物語に、日暮れゆく。
5041,行幸,御土器など勧め参りたまふ。
5042,行幸,「さぶらはでは悪しかりぬべかりけるを、召しなきに憚りて。うけたまはり過ぐしてましかば、御勘事や添はまし」と申したまふに、「勘当は、こなたざまになむ。勘事と思ふこと多くはべる」など、けしきばみたまふに、このことにやと思せば、わづらはしうて、かしこまりたるさまにてものしたまふ。
5043,行幸,「昔より、公私のことにつけて、心の隔てなく、大小のこと聞こえうけたまはり、羽翼を並ぶるやうにて、朝廷の御後見をも仕うまつるとなむ思うたまへしを、末の世となりて、そのかみ思うたまへし本意なきやうなること、うち交りはべれど、うちうちの私事にこそは。おほかたの心ざしは、さらに移ろふことなくなむ。何ともなくて積もりはべる年齢に添へて、いにしへのことなむ恋しかりけるを、対面賜はることもいとまれにのみはべれば、こと限りありて、世だけき御ふるまひとは思うたまへながら、親しきほどには、その御勢ひをも、引きしじめたまひてこそは、訪らひものしたまはめとなむ、恨めしき折々はべる」と聞こえたまへば、「いにしへは、げに面馴れて、あやしくたいだいしきまで馴れさぶらひ、心に隔つることなく御覧ぜられしを、朝廷に仕うまつりし際は、羽翼を並べたる数にも思ひはべらで、うれしき御かへりみをこそ、はかばかしからぬ身にて、かかる位に及びはべりて、朝廷に仕うまつりはべることに添へても、思うたまへ知らぬにははべらぬを、齢の積もりには、げにおのづからうちゆるぶことのみなむ、多くはべりける」などかしこまり申したまふ。
5044,行幸,そのついでに、ほのめかし出でたまひてけり。
5045,行幸,大臣、「いとあはれに、めづらかなることにもはべるかな」と、まづうち泣きたまひて、「そのかみより、いかになりにけむと尋ね思うたまへしさまは、何のついでにかはべりけむ、愁へに堪へず、漏らし聞こしめさせし心地なむしはべる。今かく、すこし人数にもなりはべるにつけて、はかばかしからぬ者どもの、かたがたにつけてさまよひはべるを、かたくなしく、見苦しと見はべるにつけても、またさるさまにて、数々に連ねては、あはれに思うたまへらるる折に添へても、まづなむ思ひたまへ出でらるる」とのたまふついでに、かのいにしへの雨夜の物語に、いろいろなりし御睦言の定めを思し出でて、泣きみ笑ひみ、皆うち乱れたまひぬ。
5046,行幸,夜いたう更けて、おのおのあかれたまふ。
5047,行幸,「かく参り来あひては、さらに、久しくなりぬる世の古事、思うたまへ出でられ、恋しきことの忍びがたきに、立ち出でむ心地もしはべらず」とて、をさをさ心弱くおはしまさぬ六条殿も、酔ひ泣きにや、うちしほれたまふ。
5048,行幸,宮はたまいて、姫君の御ことを思し出づるに、ありしにまさる御ありさま、勢ひを見たてまつりたまふに、飽かず悲しくて、とどめがたく、しほしほと泣きたまふ尼衣は、げに心ことなりけり。
5049,行幸,かかるついでなれど、中将の御ことをば、うち出でたまはずなりぬ。
5050,行幸,ひとふし用意なしと思しおきてければ、口入れむことも人悪く思しとどめ、かの大臣はた、人の御けしきなきに、さし過ぐしがたくて、さすがにむすぼほれたる心地したまうけり。
5051,行幸,「今宵も御供にさぶらふべきを、うちつけに騒がしくもやとてなむ。今日のかしこまりは、ことさらになむ参るべくはべる」と申したまへば、「さらば、この御悩みもよろしう見えたまふを、かならず聞こえし日違へさせたまはず、渡りたまふべき」よし、聞こえ契りたまふ。
5052,行幸,御けしきどもようて、おのおの出でたまふ響き、いといかめし。
5053,行幸,君達の御供の人びと、「何ごとありつるならむ。めづらしき御対面に、いと御けしきよげなりつるは」「また、いかなる御譲りあるべきにか」など、ひが心を得つつ、かかる筋とは思ひ寄らざりけり。
5054,行幸,大臣、うちつけにいといぶかしう、心もとなうおぼえたまへど、「ふと、しか受けとり、親がらむも便なからむ。尋ね得たまへらむ初めを思ふに、定めて心きよう見放ちたまはじ。やむごとなき方々を憚りて、うけばりてその際にはもてなさず、さすがにわづらはしう、ものの聞こえを思ひて、かく明かしたまふなめり」と思すは、口惜しけれど、「それを疵とすべきことかは。ことさらにも、かの御あたりに触ればはせむに、などかおぼえの劣らむ。宮仕へざまにおもむきたまへらば、女御などの思さむこともあぢきなし」と思せど、「ともかくも、思ひ寄りのたまはむおきてを違ふべきことかは」と、よろづに思しけり。
5055,行幸,かくのたまふは、二月朔日ころなりけり。
5056,行幸,十六日、彼岸の初めにて、いと吉き日なりけり。
5057,行幸,近うまた吉き日なしと勘へ申しけるうちに、宮よろしうおはしませば、いそぎ立ちたまうて、例の渡りたまうても、大臣に申しあらはししさまなど、いとこまかにあべきことども教へきこえたまへば、「あはれなる御心は、親と聞こえながらも、ありがたからむを」と思すものから、いとなむうれしかりける。
5058,行幸,かくて後は、中将の君にも、忍びてかかることの心のたまひ知らせけり。
5059,行幸,「あやしのことどもや。むべなりけり」と、思ひあはすることどもあるに、かのつれなき人の御ありさまよりも、なほもあらず思ひ出でられて、「思ひ寄らざりけることよ」と、しれじれしき心地す。
5060,行幸,されど、「あるまじう、ねじけたるべきほどなりけり」と、思ひ返すことこそは、ありがたきまめまめしさなめれ。
5061,行幸,かくてその日になりて、三条の宮より、忍びやかに御使あり。
5062,行幸,御櫛の筥など、にはかなれど、ことどもいときよらにしたまうて、御文には、「聞こえむにも、いまいましきありさまを、今日は忍びこめはべれど、さるかたにても、長き例ばかりを思し許すべうや、とてなむ。あはれにうけたまはり、あきらめたる筋をかけきこえむも、いかが。御けしきに従ひてなむ。ふたかたに言ひもてゆけば玉櫛笥わが身はなれぬ懸子なりけり」と、いと古めかしうわななきたまへるを、殿もこなたにおはしまして、ことども御覧じ定むるほどなれば、見たまうて、「古代なる御文書きなれど、いたしや、この御手よ。昔は上手にものしたまひけるを、年に添へて、あやしく老いゆくものにこそありけれ。いとからく御手ふるひにけり」など、うち返し見たまうて、「よくも玉櫛笥にまつはれたるかな。三十一字の中に、異文字は少なく添へたることのかたきなり」と、忍びて笑ひたまふ。
5063,行幸,中宮より、白き御裳、唐衣、御装束、御髪上の具など、いと二なくて、例の、壺どもに、唐の薫物、心ことに香り深くてたてまつりたまへり。
5064,行幸,御方々、皆心々に、御装束、人びとの料に、櫛扇まで、とりどりにし出でたまへるありさま、劣りまさらず、さまざまにつけて、かばかりの御心ばせどもに、挑み尽くしたまへれば、をかしう見ゆるを、東の院の人びとも、かかる御いそぎは聞きたまうけれども、訪らひきこえたまふべき数ならねば、ただ聞き過ぐしたるに、常陸の宮の御方、あやしうものうるはしう、さるべきことの折過ぐさぬ古代の御心にて、いかでかこの御いそぎを、よそのこととは聞き過ぐさむ、と思して、形のごとなむし出でたまうける。
5065,行幸,あはれなる御心ざしなりかし。
5066,行幸,青鈍の細長一襲、落栗とかや、何とかや、昔の人のめでたうしける袷の袴一具、紫のしらきり見ゆる霰地の御小袿と、よき衣筥に入れて、包いとうるはしうて、たてまつれたまへり。
5067,行幸,御文には、「知らせたまふべき数にもはべらねば、つつましけれど、かかる折は思たまへ忍びがたくなむ。これ、いとあやしけれど、人にも賜はせよ」と、おいらかなり。
5068,行幸,殿、御覧じつけて、いとあさましう、例の、と思すに、御顔赤みぬ。
5069,行幸,「あやしき古人にこそあれ。かくものづつみしたる人は、引き入り沈み入りたるこそよけれ。さすがに恥ぢがましや」とて、「返りことはつかはせ。はしたなく思ひなむ。父親王の、いとかなしうしたまひける、思ひ出づれば、人に落さむはいと心苦しき人なり」と聞こえたまふ。
5070,行幸,御小袿の袂に、例の、同じ筋の歌ありけり。
5071,行幸,「わが身こそ恨みられけれ唐衣君が袂に馴れずと思へば」御手は、昔だにありしを、いとわりなうしじかみ、彫深う、強う、堅う書きたまへり。
5072,行幸,大臣、憎きものの、をかしさをばえ念じたまはで、「この歌詠みつらむほどこそ。まして今は力なくて、所狭かりけむ」と、いとほしがりたまふ。
5073,行幸,「いで、この返りこと、騒がしうとも、われせむ」とのたまひて、「あやしう、人の思ひ寄るまじき御心ばへこそ、あらでもありぬべけれ」と、憎さに書きたまうて、「唐衣また唐衣唐衣かへすがへすも唐衣なる」とて、「いとまめやかに、かの人の立てて好む筋なれば、ものしてはべるなり」とて、見せたてまつりたまへば、君、いとにほひやかに笑ひたまひて、「あな、いとほし。弄じたるやうにもはべるかな」と、苦しがりたまふ。
5074,行幸,ようなしごといと多かりや。
5075,行幸,内大臣は、さしも急がれたまふまじき御心なれど、めづらかに聞きたまうし後は、いつしかと御心にかかりたれば、疾く参りたまへり。
5076,行幸,儀式など、あべい限りにまた過ぎて、めづらしきさまにしなさせたまへり。
5077,行幸,「げにわざと御心とどめたまうけること」と見たまふも、かたじけなきものから、やう変はりて思さる。
5078,行幸,亥の時にて、入れたてまつりたまふ。
5079,行幸,例の御まうけをばさるものにて、内の御座いと二なくしつらはせたまうて、御肴参らせたまふ。
5080,行幸,御殿油、例のかかる所よりは、すこし光見せて、をかしきほどにもてなしきこえたまへり。
5081,行幸,いみじうゆかしう思ひきこえたまへど、今宵はいとゆくりかなべければ、引き結びたまふほど、え忍びたまはぬけしきなり。
5082,行幸,主人の大臣、「今宵は、いにしへざまのことはかけはべらねば、何のあやめも分かせたまふまじくなむ。心知らぬ人目を飾りて、なほ世の常の作法に」と聞こえたまふ。
5083,行幸,「げに、さらに聞こえさせやるべき方はべらずなむ」御土器参るほどに、「限りなきかしこまりをば、世に例なきことと聞こえさせながら、今までかく忍びこめさせたまひける恨みも、いかが添へはべらざらむ」と聞こえたまふ。
5084,行幸,「恨めしや沖つ玉藻をかづくまで磯がくれける海人の心よ」とて、なほつつみもあへずしほたれたまふ。
5085,行幸,姫君は、いと恥づかしき御さまどものさし集ひ、つつましさに、え聞こえたまはねば、殿、「よるべなみかかる渚にうち寄せて海人も尋ねぬ藻屑とぞ見しいとわりなき御うちつけごとになむ」と聞こえたまへば、「いとことわりになむ」と、聞こえやる方なくて、出でたまひぬ。
5086,行幸,親王たち、次々、人びと残るなく集ひたまへり。
5087,行幸,御懸想人もあまた混じりたまへれば、この大臣、かく入りおはしてほど経るを、いかなることにかと疑ひたまへり。
5088,行幸,かの殿の君達、中将、弁の君ばかりぞ、ほの知りたまへりける。
5089,行幸,人知れず思ひしことを、からうも、うれしうも思ひなりたまふ。
5090,行幸,弁は、「よくぞうち出でざりける」とささめきて、「さま異なる大臣の御好みどもなめり。中宮の御類ひに仕立てたまはむとや思すらむ」など、おのおの言ふよしを聞きたまへど、「なほ、しばしは御心づかひしたまうて、世にそしりなきさまにもてなさせたまへ。何ごとも、心やすきほどの人こそ、乱りがはしう、ともかくもはべべかめれ、こなたをもそなたをも、さまざま人の聞こえ悩まさむ、ただならむよりはあぢきなきを、なだらかに、やうやう人目をも馴らすなむ、よきことにははべるべき」と申したまへば、「ただ御もてなしになむ従ひはべるべき。かうまで御覧ぜられ、ありがたき御育みに隠ろへはべりけるも、前の世の契りおろかならじ」と申したまふ。
5091,行幸,御贈物など、さらにもいはず、すべて引出物、禄ども、品々につけて、例あること限りあれど、またこと加へ、二なくせさせたまへり。
5092,行幸,大宮の御悩みにことづけたまうし名残もあれば、ことことしき御遊びなどはなし。
5093,行幸,兵部卿宮、「今はことづけやりたまふべき滞りもなきを」と、おりたち聞こえたまへど、「内裏より御けしきあること、かへさひ奏し、またまた仰せ言に従ひてなむ、異ざまのことは、ともかくも思ひ定むべき」とぞ聞こえさせたまひける。
5094,行幸,父大臣は、「ほのかなりしさまを、いかでさやかにまた見む。なまかたほなること見えたまはば、かうまでことことしうもてなし思さじ」など、なかなか心もとなう恋しう思ひきこえたまふ。
5095,行幸,今ぞ、かの御夢も、まことに思しあはせける。
5096,行幸,女御ばかりには、さだかなることのさまを聞こえたまうけり。
5097,行幸,世の人聞きに、「しばしこのこと出ださじ」と、切に籠めたまへど、口さがなきものは世の人なりけり。
5098,行幸,自然に言ひ漏らしつつ、やうやう聞こえ出で来るを、かのさがな者の君聞きて、女御の御前に、中将、少将さぶらひたまふに出で来て、「殿は、御女まうけたまふべかなり。あな、めでたや。いかなる人、二方にもてなさるらむ。聞けば、かれも劣り腹なり」と、あふなげにのたまへば、女御、かたはらいたしと思して、ものものたまはず。
5099,行幸,中将、「しか、かしづかるべきゆゑこそものしたまふらめ。さても、誰が言ひしことを、かくゆくりなくうち出でたまふぞ。もの言ひただならぬ女房などこそ、耳とどむれ」とのたまへば、「あなかま。皆聞きてはべり。尚侍になるべかなり。宮仕へにと急ぎ出で立ちはべりしことは、さやうの御かへりみもやとてこそ、なべての女房たちだに仕うまつらぬことまで、おりたち仕うまつれ。御前のつらくおはしますなり」と、恨みかくれば、皆ほほ笑みて、「尚侍あかば、なにがしこそ望まむと思ふを、非道にも思しかけけるかな」などのたまふに、腹立ちて、「めでたき御仲に、数ならぬ人は、混じるまじかりけり。中将の君ぞつらくおはする。さかしらに迎へたまひて、軽めあざけりたまふ。せうせうの人は、え立てるまじき殿の内かな。あな、かしこ。あな、かしこ」と、後へざまにゐざり退きて、見おこせたまふ。
5100,行幸,憎げもなけれど、いと腹悪しげに目尻引き上げたり。
5101,行幸,中将は、かく言ふにつけても、「げにし過ちたること」と思へば、まめやかにてものしたまふ。
5102,行幸,少将は、「かかる方にても、類ひなき御ありさまを、おろかにはよも思さじ。御心しづめたまうてこそ。堅き巌も沫雪になしたまうつべき御けしきなれば、いとよう思ひかなひたまふ時もありなむ」と、ほほ笑みて言ひゐたまへり。
5103,行幸,中将も、「天の岩門鎖し籠もりたまひなむや、めやすく」とて、立ちぬれば、ほろほろと泣きて、「この君達さへ、皆すげなくしたまふに、ただ御前の御心のあはれにおはしませば、さぶらふなり」とて、いとかやすく、いそしく、下臈童女などの仕うまつりたらぬ雑役をも、立ち走り、やすく惑ひありきつつ、心ざしを尽くして宮仕へしありきて、「尚侍に、おれを、申しなしたまへ」と責めきこゆれば、あさましう、「いかに思ひて言ふことならむ」と思すに、ものも言はれたまはず。
5104,行幸,大臣、この望みを聞きたまひて、いとはなやかにうち笑ひたまひて、女御の御方に参りたまへるついでに、「いづら、この、近江の君。こなたに」と召せば、「を」と、いとけざやかに聞こえて、出で来たり。
5105,行幸,「いと、仕へたる御けはひ、公人にて、げにいかにあひたらむ。尚侍のことは、などか、おのれに疾くはものせざりし」と、いとまめやかにてのたまへば、いとうれしと思ひて、「さも、御けしき賜はらまほしうはべりしかど、この女御殿など、おのづから伝へ聞こえさせたまひてむと、頼みふくれてなむさぶらひつるを、なるべき人ものしたまふやうに聞きたまふれば、夢に富したる心地しはべりてなむ、胸に手を置きたるやうにはべる」と申したまふ。
5106,行幸,舌ぶりいとものさはやかなり。
5107,行幸,笑みたまひぬべきを念じて、「いとあやしう、おぼつかなき御癖なりや。さも思しのたまはましかば、まづ人の先に奏してまし。太政大臣の御女、やむごとなくとも、ここに切に申さむことは、聞こし召さぬやうあらざらまし。今にても、申し文を取り作りて、びびしう書き出だされよ。長歌などの心ばへあらむを御覧ぜむには、捨てさせたまはじ。主上は、そのうちに情け捨てずおはしませば」など、いとようすかしたまふ。
5108,行幸,人の親げなく、かたはなりや。
5109,行幸,「大和歌は、悪し悪しも続けはべりなむ。むねむねしき方のことはた、殿より申させたまはば、つま声のやうにて、御徳をもかうぶりはべらむ」とて、手を押しすりて聞こえゐたり。
5110,行幸,御几帳のうしろなどにて聞く女房、死ぬべくおぼゆ。
5111,行幸,もの笑ひに堪へぬは、すべり出でてなむ、慰めける。
5112,行幸,女御も御面赤みて、わりなう見苦しと思したり。
5113,行幸,殿も、「ものむつかしき折は、近江の君見るこそ、よろづ紛るれ」とて、ただ笑ひ種につくりたまへど、世人は、「恥ぢがてら、はしたなめたまふ」など、さまざま言ひけり。
5114,藤袴,藤袴尚侍の御宮仕へのことを、誰れも誰れもそそのかしたまふも、「いかならむ。親と思ひきこゆる人の御心だに、うちとくまじき世なりければ、ましてさやうの交じらひにつけて、心よりほかに便なきこともあらば、中宮も女御も、方がたにつけて心おきたまはば、はしたなからむに、わが身はかくはかなきさまにて、いづ方にも深く思ひとどめられたてまつれるほどもなく、浅きおぼえにて、ただならず思ひ言ひ、いかで人笑へなるさまに見聞きなさむと、うけひたまふ人びとも多く、とかくにつけて、やすからぬことのみありぬべき」を、もの思し知るまじきほどにしあらねば、さまざまに思ほし乱れ、人知れずもの嘆かし。
5115,藤袴,「さりとて、かかるありさまも悪しきことはなけれど、この大臣の御心ばへの、むつかしく心づきなきも、いかなるついでにかは、もて離れて、人の推し量るべかめる筋を、心きよくもあり果つべき。まことの父大臣も、この殿の思さむところ、憚りたまひて、うけばりてとり放ち、けざやぎたまふべきことにもあらねば、なほとてもかくても、見苦しう、かけかけしきありさまにて、心を悩まし、人にもて騒がるべき身なめり」と、なかなかこの親尋ねきこえたまひて後は、ことに憚りたまふけしきもなき大臣の君の御もてなしを取り加へつつ、人知れずなむ嘆かしかりける。
5116,藤袴,思ふことを、まほならずとも、片端にてもうちかすめつべき女親もおはせず、いづ方もいづ方も、いと恥づかしげに、いとうるはしき御さまどもには、何ごとをかは、さなむ、かくなむとも聞こえ分きたまはむ。
5117,藤袴,世の人に似ぬ身のありさまを、うち眺めつつ、夕暮の空のあはれげなるけしきを、端近うて見出だしたまへるさま、いとをかし。
5118,藤袴,薄き鈍色の御衣、なつかしきほどにやつれて、例に変はりたる色あひにしも、容貌はいとはなやかにもてはやされておはするを、御前なる人びとは、うち笑みて見たてまつるに、宰相中将、同じ色の、今すこしこまやかなる直衣姿にて、纓巻きたまへる姿しも、またいとなまめかしくきよらにておはしたり。
5119,藤袴,初めより、ものまめやかに心寄せきこえたまへば、もて離れて疎々しきさまには、もてなしたまはざりしならひに、今、あらざりけりとて、こよなく変はらむもうたてあれば、なほ御簾に几帳添へたる御対面は、人伝てならでありけり。
5120,藤袴,殿の御消息にて、内裏より仰せ言あるさま、やがてこの君のうけたまはりたまへるなりけり。
5121,藤袴,御返り、おほどかなるものから、いとめやすく聞こえなしたまふけはひの、らうらうじくなつかしきにつけても、かの野分の朝の御朝顔は、心にかかりて恋しきを、うたてある筋に思ひし、聞き明らめて後は、なほもあらぬ心地添ひて、「この宮仕ひを、おほかたにしも思し放たじかし。さばかり見所ある御あはひどもにて、をかしきさまなることのわづらはしき、はた、かならず出で来なむかし」と思ふに、ただならず、胸ふたがる心地すれど、つれなくすくよかにて、「人に聞かすまじとはべりつることを聞こえさせむに、いかがはべるべき」とけしき立てば、近くさぶらふ人も、すこし退きつつ、御几帳のうしろなどにそばみあへり。
5122,藤袴,そら消息をつきづきしくとり続けて、こまやかに聞こえたまふ。
5123,藤袴,主上の御けしきのただならぬ筋を、さる御心したまへ、などやうの筋なり。
5124,藤袴,いらへたまはむ言もなくて、ただうち嘆きたまへるほど、忍びやかに、うつくしくいとなつかしきに、なほえ忍ぶまじく、「御服も、この月には脱がせたまふべきを、日ついでなむ吉ろしからざりける。十三日に、河原へ出でさせたまふべきよしのたまはせつ。なにがしも御供にさぶらふべくなむ思ひたまふる」と聞こえたまへば、「たぐひたまはむもことことしきやうにやはべらむ。忍びやかにてこそよくはべらめ」とのたまふ。
5125,藤袴,この御服なんどの詳しきさまを、人にあまねく知らせじとおもむけたまへるけしき、いと労あり。
5126,藤袴,中将も、「漏らさじと、つつませたまふらむこそ、心憂けれ。忍びがたく思ひたまへらるる形見なれば、脱ぎ捨てはべらむことも、いともの憂くはべるものを。さても、あやしうもて離れぬことの、また心得がたきにこそはべれ。この御あらはし衣の色なくは、えこそ思ひたまへ分くまじかりけれ」とのたまへば、「何ごとも思ひ分かぬ心には、ましてともかくも思ひたまへたどられはべらねど、かかる色こそ、あやしくものあはれなるわざにはべりけれ」とて、例よりもしめりたる御けしき、いとらうたげにをかし。
5127,藤袴,かかるついでにとや思ひ寄りけむ、蘭の花のいとおもしろきを持たまへりけるを、御簾のつまよりさし入れて、「これも御覧ずべきゆゑはありけり」とて、とみにも許さで持たまへれば、うつたへに思ひ寄らで取りたまふ御袖を、引き動かしたり。
5128,藤袴,「同じ野の露にやつるる藤袴あはれはかけよかことばかりも」「道の果てなる」とかや、いと心づきなくうたてなりぬれど、見知らぬさまに、やをら引き入りて、「尋ぬるにはるけき野辺の露ならば薄紫やかことならましかやうにて聞こゆるより、深きゆゑはいかが」とのたまへば、すこしうち笑ひて、「浅きも深きも、思し分く方ははべりなむと思ひたまふる。まめやかには、いとかたじけなき筋を思ひ知りながら、えしづめはべらぬ心のうちを、いかでかしろしめさるべき。なかなか思し疎まむがわびしさに、いみじく籠めはべるを、今はた同じと、思ひたまへわびてなむ。頭中将のけしきは御覧じ知りきや。人の上に、なんど思ひはべりけむ。身にてこそ、いとをこがましく、かつは思ひたまへ知られけれ。なかなか、かの君は思ひさまして、つひに、御あたり離るまじき頼みに、思ひ慰めたるけしきなど見はべるも、いとうらやましくねたきに、あはれとだに思しおけよ」など、こまかに聞こえ知らせたまふこと多かれど、かたはらいたければ書かぬなり。
5129,藤袴,尚侍の君、やうやう引き入りつつ、むつかしと思したれば、「心憂き御けしきかな。過ちすまじき心のほどは、おのづから御覧じ知らるるやうもはべらむものを」とて、かかるついでに、今すこし漏らさまほしけれど、「あやしくなやましくなむ」とて、入り果てたまひぬれば、いといたくうち嘆きて立ちたまひぬ。
5130,藤袴,「なかなかにもうち出でてけるかな」と、口惜しきにつけても、かの、今すこし身にしみておぼえし御けはひを、かばかりの物越しにても、「ほのかに御声をだに、いかならむついでにか聞かむ」と、やすからず思ひつつ、御前に参りたまへれば、出でたまひて、御返りなど聞こえたまふ。
5131,藤袴,「この宮仕へを、しぶげにこそ思ひたまへれ。宮などの、練じたまへる人にて、いと心深きあはれを尽くし、言ひ悩ましたまふになむ、心やしみたまふらむと思ふになむ、心苦しき。されど、大原野の行幸に、主上を見たてまつりたまひては、いとめでたくおはしけり、と思ひたまへりき。若き人は、ほのかにも見たてまつりて、えしも宮仕への筋もて離れじ。さ思ひてなむ、このこともかくものせし」などのたまへば、「さても、人ざまは、いづ方につけてかは、たぐひてものしたまふらむ。中宮、かく並びなき筋にておはしまし、また、弘徽殿、やむごとなく、おぼえことにてものしたまへば、いみじき御思ひありとも、立ち並びたまふこと、かたくこそはべらめ。宮は、いとねむごろに思したなるを、わざと、さる筋の御宮仕へにもあらぬものから、ひき違へたらむさまに御心おきたまはむも、さる御仲らひにては、いといとほしくなむ聞きたまふる」と、おとなおとなしく申したまふ。
5132,藤袴,「かたしや。わが心ひとつなる人の上にもあらぬを、大将さへ、我をこそ恨むなれ。すべて、かかることの心苦しさを見過ぐさで、あやなき人の恨み負ふ、かへりては軽々しきわざなりけり。かの母君の、あはれに言ひおきしことの忘れざりしかば、心細き山里になど聞きしを、かの大臣、はた、聞き入れたまふべくもあらずと愁へしに、いとほしくて、かく渡しはじめたるなり。ここにかくものめかすとて、かの大臣も人めかいたまふなめり」と、つきづきしくのたまひなす。
5133,藤袴,「人柄は、宮の御人にていとよかるべし。今めかしく、いとなまめきたるさまして、さすがにかしこく、過ちすまじくなどして、あはひはめやすからむ。さてまた、宮仕へにも、いとよく足らひたらむかし。容貌よく、らうらうじきものの、公事などにもおぼめかしからず、はかばかしくて、主上の常に願はせたまふ御心には、違ふまじ」などのたまふけしきの見まほしければ、「年ごろかくて育みきこえたまひける御心ざしを、ひがざまにこそ人は申すなれ。かの大臣も、さやうになむおもむけて、大将の、あなたざまのたよりにけしきばみたりけるにも、応へける」と聞こえたまへば、うち笑ひて、「かたがたいと似げなきことかな。なほ、宮仕へをも、御心許して、かくなむと思されむさまにぞ従ふべき。女は三つに従ふものにこそあなれど、ついでを違へて、おのが心にまかせむことは、あるまじきことなり」とのたまふ。
5134,藤袴,「うちうちにも、やむごとなきこれかれ、年ごろを経てものしたまへば、えその筋の人数にはものしたまはで、捨てがてらにかく譲りつけ、おほぞうの宮仕への筋に、領ぜむと思しおきつる、いとかしこくかどあることなりとなむ、よろこび申されけると、たしかに人の語り申しはべりしなり」と、いとうるはしきさまに語り申したまへば、「げに、さは思ひたまふらむかし」と思すに、いとほしくて、「いとまがまがしき筋にも思ひ寄りたまひけるかな。いたり深き御心ならひならむかし。今おのづから、いづ方につけても、あらはなることありなむ。思ひ隈なしや」と笑ひたまふ。
5135,藤袴,御けしきはけざやかなれど、なほ、疑ひは置かる。
5136,藤袴,大臣も、「さりや。かく人の推し量る、案に落つることもあらましかば、いと口惜しくねぢけたらまし。かの大臣に、いかで、かく心清きさまを知らせたてまつらむ」と思すにぞ、「げに、宮仕への筋にて、けざやかなるまじく紛れたるおぼえを、かしこくも思ひ寄りたまひけるかな」と、むくつけく思さる。
